authority,region,location,sampleID,Aluminium,Ammonium,Conductivity,Fluoride,Iron,Nitrate,pH,Sodium,Total Chlorine,Turbidity
24,1717,loc7872,9955,17.4,0.011,207,0.64,100,NA,7.32,NA,NA,0.264
24,1717,loc7873,9956,68.2,0.011,230,0.7,NA,NA,7.22,NA,NA,0.455
24,1717,loc7874,9957,25.2,0.011,201,0.69,50,NA,7.36,NA,NA,0.234
24,1717,loc7875,9958,NA,0.011,211,0.63,NA,NA,7.11,NA,NA,0.41
24,1717,loc7875,9959,17.8,0.011,211,0.69,110,NA,7.4,NA,NA,0.388
24,1717,loc7876,9960,9.2,0.011,210,0.68,110,NA,7.23,NA,NA,0.488
24,1717,loc7877,9961,21.6,0.011,205,0.61,190,NA,7.16,NA,NA,0.374
24,1717,loc7878,9962,43.4,0.011,200,0.65,80,NA,7.22,NA,NA,0.608
24,1717,loc7878,9963,16.1,0.011,211,0.7,NA,NA,7.2,NA,NA,0.3
24,1717,loc7879,9964,20.3,0.011,200,0.71,NA,NA,7.33,NA,NA,0.61
24,1717,loc7880,9965,8.3,0.011,211,0.71,90,NA,7.11,NA,NA,0.415
24,1717,loc7881,9966,15.1,0.011,221,0.701,190,NA,7.33,NA,NA,0.468
24,1717,loc7882,9967,49,0.011,222,0.69,80,NA,7.22,NA,NA,0.361
24,1717,loc7882,9968,50,0.011,218,0.64,40,NA,7.19,NA,NA,0.5
24,1717,loc7883,9969,16.8,0.011,208,0.63,160,NA,7.24,NA,NA,0.515
24,1717,loc7884,9970,18.8,0.011,216,0.65,70,NA,7.23,NA,NA,0.228
24,1717,loc7884,9971,22.2,0.011,212,0.62,90,NA,7.56,NA,NA,0.317
24,1717,loc7885,9972,21.7,0.011,235,0.63,61.3,NA,7.08,NA,NA,0.337
24,1717,loc7885,9973,23.2,0.011,208,0.63,60,NA,7.19,NA,NA,0.247
24,1717,loc7886,9974,29.9,0.011,204,0.61,90,NA,7.38,NA,NA,0.268
24,1717,loc7887,9975,9.4,0.011,201,0.7,60,NA,7.08,NA,NA,0.31
24,1717,loc7888,9976,18.1,0.011,215,0.61,90,NA,7.28,NA,NA,0.301
24,1717,loc7889,9977,19,0.011,210,0.69,60,NA,7.39,NA,NA,0.141
24,1717,loc7890,9978,NA,0.011,211,0.7,NA,NA,7.58,NA,NA,0.255
24,1717,loc7890,9979,13.9,0.011,211,0.68,140,NA,7.28,NA,NA,0.61
24,1717,loc7890,9980,20,0.011,220,0.68,160,NA,7.18,NA,NA,0.81
24,1717,loc7891,9981,24.1,0.011,225,0.65,140,NA,7.36,NA,NA,0.293
24,1717,loc7892,9982,25.6,0.011,200,0.67,70,NA,7.39,NA,NA,0.348
24,1717,loc7893,9983,21.8,0.011,206,0.74,80,NA,7.28,NA,NA,0.366
24,1717,loc7894,9984,17.4,0.011,215,0.66,50,NA,7.36,NA,NA,0.195
24,1717,loc7895,9985,18.8,0.011,206,0.64,80,NA,7.26,NA,NA,0.137
24,1717,loc7896,9986,20.6,0.011,203,0.64,140,NA,7.7,NA,NA,0.198
24,1717,loc7897,9987,18,0.011,205,0.713,60,NA,7.41,NA,NA,0.307
24,1717,loc7898,9988,19,0.011,211,0.67,NA,NA,7.37,NA,NA,0.195
24,1717,loc7898,9989,19.4,0.011,201,0.7,110,NA,7.24,NA,NA,0.5
24,1717,loc7899,9990,54.3,0.011,220,0.65,100,NA,7.18,NA,NA,0.58
24,1717,loc7900,9991,18,0.011,214,0.69,50,NA,7.38,NA,NA,0.138
24,1717,loc7901,9992,18,0.011,214,0.68,NA,NA,7.16,NA,NA,0.164
24,1717,loc7901,9993,19.8,0.011,210,0.62,50,NA,7.19,NA,NA,0.18
24,1718,loc7902,9994,NA,0.011,167,0.63,NA,NA,7.57,NA,NA,0.336
24,1718,loc7903,9995,NA,0.017,172,0.61,NA,NA,7.64,NA,NA,0.436
24,1718,loc7904,9996,NA,0.011,172.6,0.67,NA,NA,7.68,NA,NA,0.317
24,1718,loc7905,9997,NA,0.011,170,0.65,20,NA,7.55,NA,NA,0.366
24,1718,loc7906,9998,NA,0.026,172.3,0.68,NA,NA,7.74,NA,NA,0.215
24,1718,loc7907,9999,NA,0.011,173,0.67,NA,NA,7.45,NA,NA,0.44
24,1718,loc7908,10000,NA,0.011,171,0.63,NA,NA,7.83,NA,NA,0.256
24,1718,loc7908,10001,NA,0.011,173,0.66,NA,NA,7.86,NA,NA,0.191
24,1718,loc7908,10002,NA,0.021,174.8,0.65,NA,NA,7.86,NA,NA,0.269
24,1718,loc7909,10003,NA,0.011,171,0.66,NA,NA,7.6,NA,NA,0.401
24,1718,loc7910,10004,NA,0.011,175,0.68,8,NA,7.85,NA,NA,0.323
24,1718,loc7911,10005,NA,0.051,168.3,0.67,NA,NA,7.55,NA,NA,0.226
24,1718,loc7912,10006,NA,0.011,171,0.66,NA,NA,7.75,NA,NA,0.223
24,1718,loc7913,10007,NA,0.046,167.9,0.67,NA,NA,7.52,NA,NA,0.217
24,1718,loc7914,10008,NA,0.011,222,0.6,NA,NA,7.3,NA,NA,0.515
24,1718,loc7915,10009,NA,0.018,104,0.69,NA,NA,7.87,NA,NA,0.21
24,1718,loc7916,10010,NA,0.011,170,0.63,NA,NA,7.82,NA,NA,0.264
24,1718,loc7916,10011,NA,0.018,172,0.64,NA,NA,7.76,NA,NA,0.239
24,1718,loc7917,10012,NA,0.011,170.6,0.66,NA,NA,7.74,NA,NA,0.289
24,1718,loc7918,10013,NA,0.011,173,0.6,40,NA,7.7,NA,NA,0.45
24,1718,loc7919,10014,NA,0.017,174,0.64,NA,NA,7.81,NA,NA,0.305
24,1718,loc7920,10015,9.4,0.009,165,0.6,42.2,0.53,7.14,8.6,NA,0.237
24,1718,loc7921,10016,NA,0.011,214,0.61,NA,NA,7.71,NA,NA,0.41
24,1718,loc7922,10017,NA,0.018,171,0.62,NA,NA,7.69,NA,NA,0.444
24,1718,loc7923,10018,7.9,0.028,177,0.62,20,0.53,7.29,7.9,NA,0.393
24,1718,loc7924,10019,NA,0.011,210,0.69,NA,NA,7.81,NA,NA,0.237
24,1718,loc7925,10020,NA,0.015,173,0.69,NA,NA,8.12,NA,NA,0.212
24,1718,loc7926,10021,8.6,0.018,183.9,0.6,20,1.06,7.48,8.2,NA,0.438
24,1718,loc7926,10022,11.9,0.028,175,0.6,20,0.53,7.67,8.7,NA,0.31
24,1718,loc7927,10023,NA,0.011,172,0.62,NA,NA,7.66,NA,NA,0.409
24,1718,loc7928,10024,NA,0.011,256,0.69,NA,NA,7.92,NA,NA,0.25
24,1718,loc7929,10025,NA,0.011,172.2,0.69,NA,NA,7.71,NA,NA,1
24,1718,loc7930,10026,NA,0.011,174.5,0.65,NA,NA,7.74,NA,NA,0.902
24,1718,loc7931,10027,NA,0.011,199,0.72,NA,NA,7.56,NA,NA,0.388
24,1718,loc7932,10028,NA,0.011,170,0.62,100,NA,7.58,NA,NA,0.372
24,1718,loc7933,10029,NA,0.011,177,0.68,NA,NA,7.59,NA,NA,0.291
24,1718,loc7934,10030,NA,0.011,171,0.68,NA,NA,7.63,NA,NA,0.206
24,1718,loc7935,10031,NA,0.011,166.2,0.72,NA,NA,7.71,NA,NA,0.234
24,1718,loc7935,10032,NA,0.011,168,0.7,NA,NA,7.77,NA,NA,0.199
24,1718,loc7936,10033,NA,0.011,172,0.7,NA,NA,7.99,NA,NA,0.4
24,1718,loc7937,10034,NA,0.011,172,0.63,NA,NA,7.81,NA,NA,0.207
24,1718,loc7938,10035,NA,0.011,169,0.63,NA,NA,7.64,NA,NA,0.29
24,1718,loc7939,10036,NA,0.011,170.6,0.64,NA,NA,7.79,NA,NA,0.249
24,1718,loc7940,10037,NA,0.011,173,0.743,NA,NA,7.55,NA,NA,0.34
24,1718,loc7941,10038,NA,0.011,171,0.75,NA,NA,7.67,NA,NA,0.365
24,1718,loc7942,10039,NA,0.011,170,0.63,NA,NA,7.62,NA,NA,0.31
24,1718,loc7943,10040,NA,0.011,210,0.7,NA,NA,7.38,NA,NA,0.51
24,1718,loc7944,10041,NA,0.013,173,0.64,NA,NA,7.71,NA,NA,0.254
24,1718,loc7945,10042,NA,0.011,177,0.75,NA,NA,7.68,NA,NA,0.407
24,1718,loc7946,10043,NA,0.011,172,0.69,NA,NA,7.69,NA,NA,0.288
24,1719,loc7947,10044,NA,0.011,381,0.8,50,NA,7.39,NA,NA,0.271
24,1719,loc7948,10045,NA,0.011,277,0.76,40,NA,7.18,NA,NA,0.139
24,1719,loc7949,10046,NA,0.011,350,0.8,40,NA,7.5,NA,NA,0.184
24,1719,loc7950,10047,NA,0.011,276,0.7,90,NA,7.2,NA,NA,0.181
24,1719,loc7951,10048,NA,0.011,378,0.8,70,NA,7.36,NA,NA,0.181
24,1719,loc7952,10049,5,0.009,270,0.7,51,0.93,7.23,20.1,NA,0.39
24,1719,loc7952,10050,NA,0.011,301,0.761,80,NA,7.62,NA,NA,0.247
24,1719,loc7953,10051,NA,0.011,292,0.71,70,NA,7.2,NA,NA,0.492
24,1719,loc7953,10052,NA,0.011,348,0.8,30,NA,7.36,NA,NA,0.155
24,1719,loc7954,10053,NA,0.011,302,0.77,130,NA,7.49,NA,NA,0.172
24,1719,loc7954,10054,NA,0.011,296,0.8,120,NA,7.28,NA,NA,0.191
24,1719,loc7955,10055,NA,0.011,273,0.78,30,NA,7.2,NA,NA,0.202
24,1719,loc7955,10056,NA,0.011,373,0.8,30,NA,7.37,NA,NA,0.116
24,1719,loc7955,10057,NA,0.011,340,0.79,40,NA,7.26,NA,NA,0.123
24,1719,loc7955,10058,NA,0.011,333,0.72,80,NA,7.71,NA,NA,0.244
24,1719,loc7956,10059,NA,0.011,257,0.68,190,NA,7.16,NA,NA,0.344
24,1719,loc7957,10060,NA,0.011,339,0.78,30,NA,7.22,NA,NA,0.129
24,1719,loc7958,10061,NA,0.011,339,0.7,50,NA,7.71,NA,NA,0.16
24,1719,loc7959,10062,NA,0.011,297,0.78,190,NA,7.38,NA,NA,0.9
24,1719,loc7960,10063,NA,0.011,371,0.8,40,NA,7.38,NA,NA,0.196
24,1719,loc7960,10064,NA,0.011,302,0.71,50,NA,7.19,NA,NA,0.285
24,1719,loc7961,10065,NA,0.011,314,0.78,160,NA,7.43,NA,NA,0.166
24,1719,loc7962,10066,102.8,0.022,347,0.64,158.8,1.77,7.69,7.9,NA,0.302
24,1719,loc7962,10067,NA,0.011,354,0.8,200,NA,7.51,NA,NA,0.371
24,1719,loc7962,10068,NA,0.011,341,0.71,150,NA,7.6,NA,NA,0.287
24,1719,loc7963,10069,NA,0.011,334,0.759,50,NA,7.46,NA,NA,0.17
24,1719,loc7964,10070,NA,0.011,358,0.68,50,NA,7.58,NA,NA,0.139
24,1720,loc7965,10071,NA,0.011,805,NA,NA,NA,7.48,NA,NA,0.253
24,1720,loc7966,10072,NA,0.011,480,NA,NA,NA,7.41,NA,NA,0.222
24,1720,loc213,10073,NA,0.011,488,NA,NA,NA,7.28,NA,NA,0.355
24,1720,loc213,10074,NA,0.011,451,NA,NA,NA,7.44,NA,NA,0.314
24,1720,loc7967,10075,NA,0.011,501,NA,NA,NA,7.38,NA,NA,0.5
24,1720,loc7968,10076,NA,0.011,466,NA,NA,NA,7.38,NA,NA,0.68
24,1720,loc7968,10077,NA,0.011,530,NA,NA,NA,7.31,NA,NA,0.172
24,1720,loc7968,10078,NA,0.011,466,NA,NA,NA,7.48,NA,NA,0.36
24,1720,loc7969,10079,NA,0.011,537,NA,NA,NA,7.47,NA,NA,0.17
24,1720,loc7970,10080,NA,0.011,300,NA,NA,NA,7.14,NA,NA,0.68
24,1720,loc7970,10081,5,0.009,512,0.1,20,4.25,7.32,10.3,NA,0.696
24,1720,loc7970,10082,NA,0.011,522,NA,NA,NA,7.38,NA,NA,0.311
24,1720,loc7971,10083,NA,0.011,466,NA,NA,NA,7.4,NA,NA,0.48
24,1720,loc7972,10084,NA,0.011,555,NA,NA,NA,7.38,NA,NA,0.199
24,1720,loc7972,10085,NA,0.011,450,NA,NA,NA,7.42,NA,NA,0.28
24,1720,loc7973,10086,NA,0.011,545,NA,NA,NA,7.28,NA,NA,0.222
24,1720,loc7973,10087,NA,0.011,509,NA,NA,NA,7.4,NA,NA,0.515
24,1721,loc7974,10088,14,0.011,388,0.68,NA,NA,7.31,NA,NA,0.388
24,1721,loc7975,10089,12.8,0.011,381,0.68,NA,NA,7.44,NA,NA,0.388
24,1721,loc7976,10090,7.4,0.011,410,0.65,NA,NA,7.19,NA,NA,0.51
24,1721,loc7976,10091,33.2,0.009,437,0.6,33.5,1.5,7.31,8.8,NA,0.578
24,1721,loc7976,10092,23.2,0.011,380,0.68,NA,NA,7.45,NA,NA,0.29
24,1721,loc7977,10093,16.9,0.011,299,0.71,NA,NA,7.11,NA,NA,0.508
24,1721,loc7977,10094,39.1,0.011,389,0.72,NA,NA,7.51,NA,NA,0.49
24,1721,loc7978,10095,17,0.011,336,0.69,NA,NA,7.09,NA,NA,0.252
24,1721,loc7979,10096,23.8,0.011,388,0.706,NA,NA,7.19,NA,NA,0.388
24,1721,loc7979,10097,13.5,0.011,388,0.63,NA,NA,7.17,NA,NA,0.215
24,1721,loc7980,10098,11.2,0.011,388,0.69,NA,NA,7.22,NA,NA,0.388
24,1721,loc7981,10099,13.7,0.011,380,0.69,NA,NA,6.81,NA,NA,0.733
24,1721,loc7981,10100,54.2,0.011,388,0.62,NA,NA,7.38,NA,NA,0.71
24,1721,loc7982,10101,23.3,0.011,399,0.68,NA,NA,7.5,NA,NA,0.38
24,1721,loc7982,10102,70.4,0.03,344,0.63,NA,NA,6.8,NA,NA,0.666
24,1721,loc7983,10103,9.2,0.011,381,0.69,NA,NA,7.28,NA,NA,0.301
24,1722,loc7984,10104,25.1,0.011,202,NA,60,NA,7.16,NA,NA,0.243
24,1723,loc7985,10105,31,0.011,105,0.63,60,NA,7.69,NA,NA,0.129
24,1723,loc7986,10106,48.1,0.011,100.6,0.62,60,NA,7.48,NA,NA,0.136
24,1724,loc7987,10107,19.3,0.011,215,NA,30,NA,7.24,NA,NA,0.165
24,1724,loc7987,10108,28,0.011,226,NA,20,NA,7.09,NA,NA,0.279
24,1725,loc7988,10109,19.3,0.011,106.7,NA,30,NA,7.44,NA,NA,0.105
24,1725,loc7989,10110,44.1,0.011,100.7,0.62,60,NA,7.3,NA,NA,0.158
24,1726,loc7990,10111,22.8,0.011,214,0.66,60,NA,7.17,NA,NA,0.24
24,1726,loc7990,10112,24.7,0.011,200,NA,180,NA,7.41,NA,NA,0.291
24,1726,loc7991,10113,32,0.011,200,0.6,50,NA,7.35,NA,NA,0.26
24,1726,loc7991,10114,16.8,0.009,225,0.6,31.1,1.55,6.86,9.7,NA,0.203
24,1727,loc7992,10115,NA,0.011,172,NA,NA,NA,7.86,NA,NA,0.372
24,1727,loc7993,10116,NA,0.014,173,NA,NA,NA,7.78,NA,NA,0.247
24,1727,loc7994,10117,NA,0.011,175,0.66,NA,NA,7.6,NA,NA,0.584
24,1727,loc7995,10118,NA,0.011,168.2,0.72,NA,NA,7.44,NA,NA,0.352
24,1727,loc7995,10119,NA,0.011,170,0.64,NA,NA,7.71,NA,NA,0.196
24,1727,loc7995,10120,64.3,0.018,178,0.6,79.3,0.53,7.62,8.1,NA,1.44
24,1728,loc7996,10121,NA,0.011,190,NA,NA,NA,7.25,NA,NA,0.28
24,1728,loc7997,10122,NA,0.011,172,NA,NA,NA,7.99,NA,NA,0.669
24,1729,loc7998,10123,NA,0.011,339,NA,10,NA,7.33,NA,NA,0.22
24,1729,loc7999,10124,NA,0.011,313,NA,170,NA,7.58,NA,NA,0.178
24,1729,loc7999,10125,NA,0.011,356,NA,30,NA,7.6,NA,NA,0.123
24,1729,loc8000,10126,NA,0.011,341,NA,10,NA,7.3,NA,NA,0.18
24,1730,loc8001,10127,NA,0.011,310,0.71,60,NA,7.24,NA,NA,0.125
24,1730,loc8002,10128,NA,0.011,349,NA,20,NA,7.48,NA,NA,0.243
24,1731,loc8003,10129,24.9,0.011,205,NA,80,NA,7.22,NA,NA,0.198
24,1732,loc8004,10130,NA,0.011,320,NA,60,NA,7.25,NA,NA,0.221
24,1733,loc8005,10131,49.5,0.011,99.8,0.63,50,NA,7.39,NA,NA,0.148
24,1733,loc8006,10132,28.6,0.011,108,0.62,30,NA,7.73,NA,NA,0.12
24,1734,loc8007,10133,NA,0.011,170.4,NA,NA,NA,7.72,NA,NA,0.228
24,1734,loc8008,10134,NA,0.011,178,0.69,NA,NA,7.78,NA,NA,0.253
24,1735,loc8009,10135,NA,0.011,520,NA,NA,NA,7.33,NA,NA,0.51
24,1735,loc8009,10136,NA,0.011,535,NA,NA,NA,7.38,NA,NA,0.31
24,1736,loc8010,10137,NA,0.09,211.5,NA,72,NA,6.53,NA,NA,1
24,1736,loc8011,10138,NA,0.011,249,NA,NA,NA,7.17,NA,NA,0.244
24,1736,loc8011,10139,NA,0.011,255,NA,NA,NA,7.22,NA,NA,0.31
24,1736,loc8011,10140,NA,0.011,261,NA,NA,NA,7.28,NA,NA,0.41
24,1736,loc8011,10141,NA,0.011,222,NA,NA,NA,6.92,NA,NA,0.8
24,1736,loc8011,10142,20,0.042,205,NA,60,NA,6.97,NA,NA,1
24,1737,loc8012,10143,NA,0.011,282,NA,NA,NA,8.25,NA,NA,0.831
24,1738,loc8013,10144,NA,0.011,722,NA,NA,NA,7.28,NA,NA,0.3
24,1739,loc4030,10145,NA,0.011,458,NA,NA,NA,7.05,NA,NA,0.323
24,1740,loc8014,10146,NA,0.011,274,NA,NA,NA,8.07,NA,NA,0.145
24,1740,loc8015,10147,NA,0.011,271,NA,NA,NA,8.04,NA,NA,0.27
24,1741,loc8016,10148,NA,0.011,450,NA,NA,NA,7.29,NA,NA,0.61
24,1741,loc8016,10149,NA,0.011,411,NA,NA,NA,7.29,NA,NA,0.315
24,1742,loc8017,10150,NA,0.011,415,NA,NA,NA,7.7,NA,NA,0.222
24,1742,loc8018,10151,NA,0.011,410,NA,NA,NA,7.79,NA,NA,0.198
24,1743,loc8019,10152,NA,0.03,201,NA,NA,NA,7.2,NA,NA,0.457
24,1743,loc8020,10153,NA,0.02,83.9,NA,NA,NA,6.6,NA,NA,0.79
24,1744,loc8021,10154,13.5,0.011,344,NA,NA,NA,7.38,NA,NA,0.311
24,1744,loc8022,10155,15.4,0.011,322,NA,NA,NA,7.28,NA,NA,0.281
24,1744,loc8023,10156,11.5,0.011,279,NA,NA,NA,7.31,NA,NA,0.388
24,1744,loc8023,10157,127,0.016,319,0.1,20,0.53,7.24,20.8,NA,0.244
24,1744,loc8024,10158,60.3,0.011,348,NA,NA,NA,7.26,NA,NA,0.162
24,1745,loc8025,10159,NA,0.011,329,NA,NA,NA,8.28,NA,NA,0.251
24,1745,loc8025,10160,NA,0.011,294,NA,NA,NA,7.5,NA,NA,0.201
24,1746,loc8026,10161,NA,0.011,381,NA,NA,NA,7.6,NA,NA,0.281
24,1746,loc8027,10162,NA,0.011,399,NA,NA,NA,7.68,NA,NA,0.299
24,1746,loc8028,10163,NA,0.011,385,NA,NA,NA,7.33,NA,NA,0.3
24,1746,loc8029,10164,NA,0.011,476,NA,NA,NA,7.54,NA,NA,0.35
24,1747,loc8030,10165,NA,0.011,499,NA,NA,NA,7.39,NA,NA,0.288
24,1747,loc8030,10166,NA,0.011,555,NA,NA,NA,7.1,NA,NA,0.31
24,1747,loc8031,10167,NA,0.011,500,NA,NA,NA,7.32,NA,NA,0.318
24,1747,loc8032,10168,5,0.009,562,0.1,20,2.57,7.13,11.9,NA,0.28
24,1747,loc8033,10169,NA,0.011,538,NA,NA,NA,7.18,NA,NA,0.51
24,1748,loc8034,10170,NA,0.011,270,NA,NA,NA,7.92,NA,NA,0.31
24,1748,loc8034,10171,17.5,0.019,220,0.6,103.7,0.53,7.51,9.4,NA,0.666
24,1748,loc8035,10172,NA,0.011,292,NA,NA,NA,7.64,NA,NA,0.077
24,1748,loc8035,10173,NA,0.011,289,NA,NA,NA,7.87,NA,NA,0.114
24,1748,loc8036,10174,NA,0.011,276,NA,NA,NA,7.77,NA,NA,0.165
24,1749,loc8037,10175,5,0.011,366,NA,NA,NA,7.52,NA,NA,0.31
24,1749,loc8037,10176,6,0.011,290,NA,NA,NA,7.52,NA,NA,0.711
24,1749,loc8037,10177,104.4,0.022,305,0.1,23.5,0.66,7.09,13.1,NA,0.21
24,1749,loc8038,10178,18,0.011,250,NA,NA,NA,7.81,NA,NA,0.4
24,1749,loc8039,10179,28.4,0.011,311,NA,NA,NA,7.19,NA,NA,0.355
24,1750,loc8040,10180,NA,0.011,289,NA,NA,NA,7.74,NA,NA,0.409
24,1750,loc8041,10181,5,0.019,272,0.1,20,0.53,7.45,11.6,NA,0.361
24,1750,loc8041,10182,NA,0.011,277,NA,NA,NA,7.55,NA,NA,0.388
24,1750,loc8042,10183,NA,0.011,299,NA,NA,NA,7.81,NA,NA,0.315
24,1750,loc8042,10184,NA,0.011,266,NA,NA,NA,7.93,NA,NA,0.522
24,1750,loc8043,10185,NA,0.011,269,NA,NA,NA,7.51,NA,NA,0.388
24,1751,loc8044,10186,NA,0.011,290,NA,NA,NA,7.22,NA,NA,0.28
24,1751,loc8044,10187,NA,0.011,252,NA,NA,NA,7.2,NA,NA,0.666
24,1751,loc8045,10188,10.8,0.023,246,0.1,20,2.04,7.56,9.4,NA,0.474
24,1751,loc8046,10189,NA,0.011,269,NA,NA,NA,7.78,NA,NA,0.34
24,1751,loc8047,10190,NA,0.011,248,NA,NA,NA,7.28,NA,NA,0.415
24,1752,loc8048,10191,NA,0.011,650,NA,NA,NA,7.69,NA,NA,0.234
24,1752,loc8048,10192,NA,0.02,612,NA,NA,NA,7.46,NA,NA,0.114
24,1752,loc8049,10193,NA,0.011,608,NA,NA,NA,7.49,NA,NA,0.181
24,1752,loc8049,10194,NA,0.011,620,NA,NA,NA,7.71,NA,NA,0.144
25,1753,loc8050,10195,20,NA,146,NA,85,NA,6.9,NA,0.31,0.2
25,1753,loc8051,10196,35,NA,152,0.71,5,1.90429,8.2,8,0.14,NA
25,1753,loc8052,10197,46,NA,147,NA,4,NA,8.1,NA,0.39,0.12
25,1753,loc8053,10198,35,NA,145,NA,39,NA,8.5,NA,0.46,NA
25,1753,loc8054,10199,15,NA,151,NA,19,NA,7.2,NA,0.58,0.18
25,1753,loc8055,10200,18,NA,156,NA,11,NA,7.1,NA,0.44,0.16
25,1753,loc8056,10201,15,NA,141,NA,11,NA,7.1,NA,0.36,NA
25,1753,loc8057,10202,16,NA,145,NA,58,NA,7,NA,0.35,0.39
25,1753,loc8058,10203,45,NA,148,NA,4,NA,8.5,NA,0.18,0.15
25,1753,loc8059,10204,52,0.0128571,149,NA,22,NA,8.5,NA,0.51,NA
25,1753,loc8060,10205,52,NA,152,0.63,3,3.67571,8.4,9,0.11,NA
25,1753,loc8061,10206,45,NA,144,NA,11,NA,8.3,NA,0.41,NA
25,1753,loc8062,10207,16,NA,155,NA,11,NA,7.2,NA,0.39,0.1
25,1753,loc8063,10208,31,NA,152,NA,7,NA,7.7,NA,0.62,NA
25,1753,loc8064,10209,14,NA,155,0.72,6,2.03714,7.2,12,0.5,NA
25,1753,loc8065,10210,10,NA,147,NA,8,NA,7.2,NA,0.57,NA
25,1753,loc8066,10211,9,NA,147,NA,120,NA,7.2,NA,0.11,0.12
25,1753,loc8067,10212,13,NA,156,NA,26,NA,7.1,NA,0.35,0.1
25,1753,loc8068,10213,20,NA,148,NA,48,NA,8,NA,0.35,NA
25,1753,loc8069,10214,40,0.0128571,154,NA,10,NA,8,NA,0.35,NA
25,1753,loc8070,10215,52,0.0128571,153,NA,5,NA,8.4,NA,0.51,NA
25,1753,loc8071,10216,51,NA,148,NA,6,NA,8.4,NA,0.51,0.12
25,1753,loc8072,10217,39,NA,154,NA,19,NA,8.1,NA,0.07,NA
25,1753,loc8073,10218,19,NA,148,0.7,20,2.30286,7.1,11,0.59,NA
25,1753,loc8074,10219,41,NA,151,NA,26,NA,8.4,NA,0.29,0.1
25,1753,loc8075,10220,26,NA,152,NA,12,NA,7.8,NA,0.36,NA
25,1753,loc8076,10221,31,0.0128571,151,NA,14,NA,8.1,NA,0.39,NA
25,1753,loc8077,10222,14,NA,156,NA,3,NA,7.2,NA,0.19,0.32
25,1753,loc8078,10223,17,NA,145,NA,44,NA,7.3,NA,0.38,0.12
25,1754,loc8079,10224,35,NA,146,NA,20,NA,8,NA,0.21,0.27
25,1754,loc8080,10225,23,NA,148,NA,8,NA,7.8,NA,0.39,NA
25,1754,loc8081,10226,40,NA,145,NA,7,NA,8,NA,0.39,0.16
25,1754,loc8082,10227,37,NA,148,NA,9,NA,8,NA,0.44,0.59
25,1754,loc8083,10228,43,NA,146,NA,26,NA,8.3,NA,0.37,NA
25,1754,loc8084,10229,22,NA,146,NA,24,NA,8.1,NA,0.47,0.19
25,1754,loc8085,10230,43,NA,146,NA,4,NA,8.2,NA,0.44,0.1
25,1754,loc8086,10231,25,NA,155,NA,11,NA,8.1,NA,0.34,0.14
25,1754,loc8087,10232,16,NA,141,NA,8,NA,7.5,NA,0.37,NA
25,1754,loc8088,10233,29,0.0128571,147,NA,41,NA,8,NA,0.4,NA
25,1754,loc8089,10234,45,NA,142,NA,6,NA,8.5,NA,0.54,NA
25,1754,loc8090,10235,44,NA,143,NA,11,NA,8.2,NA,0.31,0.13
25,1754,loc8091,10236,24,NA,150,NA,6,NA,8,NA,0.46,0.14
25,1754,loc8092,10237,34,NA,146,NA,41,NA,8.1,NA,0.55,0.16
25,1754,loc8093,10238,25,NA,144,NA,3,NA,8.1,NA,0.54,0.22
25,1754,loc8094,10239,30,NA,150,NA,31,NA,8,NA,0.31,0.15
25,1754,loc8095,10240,29,NA,146,NA,5,NA,7.9,NA,0.47,NA
25,1754,loc8096,10241,17,NA,147,NA,8,NA,7.8,NA,0.32,0.2
25,1754,loc8097,10242,42,NA,145,NA,32,NA,8,NA,0.5,0.17
25,1754,loc8098,10243,46,NA,146,NA,7,NA,8.5,NA,0.56,0.37
25,1754,loc8099,10244,50,NA,150,NA,7,NA,8.5,NA,0.19,0.16
25,1754,loc8100,10245,22,NA,150,NA,65,NA,7.9,NA,0.32,0.14
25,1754,loc8101,10246,32,0.0128571,144,NA,9,NA,8.1,NA,0.3,0.3
25,1754,loc8102,10247,44,NA,147,0.66,15,2.21429,8.4,9,0.24,0.11
25,1754,loc8103,10248,25,NA,142,NA,9,NA,7.4,NA,0.31,NA
25,1754,loc8104,10249,48,NA,156,NA,5,NA,8,NA,0.35,NA
25,1754,loc8105,10250,41,NA,141,NA,8,NA,8.1,NA,0.31,NA
25,1754,loc8106,10251,21,NA,148,0.65,5,1.77143,7.6,8,0.34,NA
25,1754,loc8107,10252,28,NA,151,NA,9,NA,7.8,NA,0.3,0.11
25,1754,loc8108,10253,38,NA,146,NA,7,NA,8.2,NA,0.39,0.12
25,1754,loc8109,10254,14,NA,147,NA,9,NA,7.6,NA,0.33,NA
25,1754,loc8110,10255,16,NA,146,NA,4,NA,7.5,NA,0.33,NA
25,1754,loc8111,10256,37,0.0128571,150,NA,5,NA,8.2,NA,0.49,NA
25,1754,loc8112,10257,26,0.0128571,149,NA,18,NA,7.9,NA,0.29,0.12
25,1754,loc8113,10258,31,NA,143,NA,10,NA,7.9,NA,0.3,NA
25,1754,loc8114,10259,31,NA,147,NA,1,NA,7.9,NA,0.33,NA
25,1754,loc8115,10260,24,NA,156,NA,5,NA,8.2,NA,0.52,0.39
25,1754,loc8116,10261,24,0.0257143,152,NA,8,NA,8.2,NA,0.3,NA
25,1754,loc8117,10262,42,0.0128571,152,NA,11,NA,8.1,NA,0.35,NA
25,1754,loc8118,10263,24,NA,150,NA,5,NA,7.9,NA,0.28,NA
